,location,bhk,total_sqft,bath,price,encoded_loc
7879,Yelahanka,2,1050.0,2.0,33.1,226
7880,Bannerghatta Road,3,1656.0,2.0,62.93,34
7881,others,3,1451.0,3.0,68.0,230
7882,JP Nagar,2,1250.0,2.0,93.0,109
7883,others,3,4395.0,3.0,240.0,230
7884,Sonnenahalli,3,1340.0,2.0,42.0,204
7885,others,2,1100.0,2.0,38.5,230
7886,Devarachikkanahalli,3,1700.0,3.0,71.0,66
7887,KR Puram,2,1096.0,2.0,43.0,115
7888,others,3,1936.0,3.0,139.0,230
7889,Nehru Nagar,3,1269.0,2.0,63.0,174
7890,Panathur,3,1586.0,3.0,125.0,180
7891,Kanakpura Road,3,1452.0,3.0,56.5,127
7892,Hosa Road,3,1538.0,3.0,107.0,101
7893,others,2,935.0,2.0,40.0,230
7894,others,2,1220.0,2.0,65.0,230
7895,Harlur,2,1197.0,2.0,77.0,91
7896,Varthur,2,674.0,1.0,19.9,217
7897,Kengeri,1,410.0,1.0,15.0,135
7898,Thanisandra,3,1573.0,3.0,90.0,209
7899,Dodda Nekkundi,2,1135.0,2.0,58.0,67
7900,others,1,1200.0,1.0,65.0,230
7901,others,3,1800.0,3.0,95.0,230
7902,others,3,2045.0,3.0,108.0,230
7903,Sonnenahalli,2,1268.0,2.0,56.0,204
7904,Yelahanka,3,1600.0,3.0,100.0,226
7905,Thanisandra,2,1056.0,2.0,70.0,209
7906,Whitefield,4,4500.0,4.0,330.0,224
7907,KR Puram,2,1204.0,2.0,58.0,115
7908,others,3,1410.0,2.0,54.0,230
7909,Hennur Road,2,1460.0,2.0,80.3,96
7910,Dodda Nekkundi,2,1100.0,2.0,41.18,67
7911,others,2,1310.0,2.0,88.0,230
7912,Sector 2 HSR Layout,3,1600.0,3.0,90.0,196
7913,others,2,1250.0,2.0,55.0,230
7914,Sarjapur  Road,3,1665.0,3.0,74.93,194
7915,Singasandra,2,1416.0,2.0,67.0,201
7916,Jigani,3,1231.0,3.0,58.0,113
7917,Yelahanka,3,1664.0,3.0,73.95,226
7918,TC Palaya,3,2000.0,3.0,76.0,207
7919,Rajiv Nagar,2,972.0,2.0,43.0,186
7920,others,4,4500.0,4.0,345.0,230
7921,Bellandur,2,1185.0,2.0,47.39,40
7922,Green Glen Layout,3,1750.0,3.0,81.0,83
7923,Balagere,2,1007.0,2.0,68.0,25
7924,Whitefield,2,1250.0,2.0,85.0,224
7925,others,2,1200.0,2.0,54.0,230
7926,Horamavu Agara,2,994.0,2.0,42.28,98
7927,Ramamurthy Nagar,2,1150.0,2.0,40.0,188
7928,Thanisandra,2,1220.0,2.0,46.0,209
7929,others,2,1441.0,2.0,115.0,230
7930,Thigalarapalya,2,1400.0,2.0,105.0,210
7931,Tindlu,3,1370.07,3.0,65.0,213
7932,Judicial Layout,2,900.0,2.0,40.0,114
7933,others,1,418.0,1.0,17.0,230
7934,others,3,1200.0,3.0,80.0,230
7935,ISRO Layout,2,1200.0,2.0,43.0,106
7936,Talaghattapura,2,1062.0,2.0,42.48,208
7937,Kanakpura Road,2,1120.0,2.0,51.0,127
7938,Bannerghatta Road,2,1012.0,2.0,44.0,34
7939,Kanakpura Road,2,1430.0,2.0,78.0,127
7940,Channasandra,3,1195.0,2.0,56.0,56
7941,Hennur Road,3,1570.0,3.0,75.99,96
7942,Sonnenahalli,2,1011.0,2.0,59.0,204
7943,7th Phase JP Nagar,3,1450.0,2.0,102.0,6
7944,Sarjapur  Road,2,1129.0,2.0,69.0,194
7945,Sarjapura - Attibele Road,2,1126.0,2.0,36.0,195
7946,Sarjapur  Road,3,1180.0,2.0,45.0,194
7947,Hennur Road,3,1933.0,3.0,140.0,96
7948,TC Palaya,2,1082.0,2.0,64.0,207
7949,others,1,610.0,1.0,28.0,230
7950,CV Raman Nagar,2,1125.0,2.0,46.0,53
7951,others,6,2400.0,7.0,107.0,230
7952,Kengeri Satellite Town,2,777.4,2.0,25.0,136
7953,others,3,1864.0,3.0,120.0,230
7954,Whitefield,2,1115.0,2.0,51.91,224
7955,Kengeri,1,400.0,1.0,25.0,135
7956,Rajaji Nagar,2,1200.0,2.0,70.0,185
7957,others,2,950.0,2.0,57.0,230
7958,Bellandur,2,1200.0,2.0,62.0,40
7959,GM Palaya,3,1735.0,3.0,70.0,78
7960,Jalahalli,3,1470.0,2.0,102.0,111
7961,Bannerghatta Road,3,1527.0,3.0,115.0,34
7962,others,2,985.0,2.0,45.0,230
7963,Chandapura,4,3300.0,4.0,135.0,55
7964,Whitefield,2,1277.0,2.0,77.0,224
7965,others,2,1100.0,2.0,62.0,230
7966,Whitefield,3,1820.0,3.0,140.0,224
7967,others,4,1530.0,3.0,87.0,230
7968,Jakkur,3,1880.0,4.0,110.0,110
7969,Hennur,2,1255.0,2.0,52.35,95
7970,Somasundara Palya,2,1140.0,2.0,46.0,202
7971,Whitefield,4,3453.0,4.0,247.0,224
7972,Kaikondrahalli,2,1250.0,2.0,78.0,120
7973,others,4,2400.0,3.0,108.0,230
7974,Jalahalli,2,1244.0,2.0,88.0,111
7975,Sarjapur  Road,2,1034.0,2.0,38.0,194
7976,Kasavanhalli,3,1719.0,3.0,71.0,130
7977,Hosa Road,3,1470.0,2.0,84.22,101
7978,Yelahanka,2,1140.0,2.0,50.66,226
7979,Harlur,3,1752.12,3.0,125.0,91
7980,Old Madras Road,3,2990.0,3.0,170.0,177
7981,Bannerghatta Road,3,1660.0,3.0,85.0,34
7982,Electronic City,3,1275.0,3.0,63.43,74
7983,Bommasandra Industrial Area,3,1365.0,3.0,52.81,49
7984,others,3,1200.0,2.0,90.0,230
7985,Kanakpura Road,3,2546.0,3.0,170.0,127
7986,Banashankari Stage VI,3,1392.0,3.0,69.46,30
7987,Whitefield,2,1245.0,2.0,59.76,224
7988,Yeshwanthpur,2,1162.0,2.0,64.08,229
7989,Singasandra,3,1476.0,2.0,73.0,201
7990,KR Puram,1,700.0,1.0,21.5,115
7991,others,6,3600.0,6.0,170.0,230
7992,Jigani,2,943.0,2.0,48.0,113
7993,Sarjapur  Road,2,1113.0,2.0,44.5,194
7994,Varthur,3,1615.0,3.0,69.43,217
7995,others,2,1279.0,2.0,100.0,230
7996,Sompura,3,1350.0,3.0,65.0,203
7997,others,3,1525.0,3.0,68.63,230
7998,Ardendale,3,1777.26,3.0,92.0,19
7999,Bisuvanahalli,2,845.0,2.0,32.0,46
8000,Varthur,2,1210.0,2.0,64.15,217
8001,Sarjapur  Road,3,1879.0,3.0,155.0,194
8002,Hosur Road,3,1250.0,2.0,50.0,104
8003,others,4,1200.0,2.0,35.0,230
8004,Marathahalli,3,1108.0,2.0,60.0,161
8005,Kanakpura Road,3,1401.0,3.0,69.0,127
8006,others,2,1185.0,2.0,42.66,230
8007,Green Glen Layout,3,1751.0,3.0,115.0,83
8008,Bannerghatta Road,3,1880.0,3.0,96.5,34
8009,Whitefield,3,1322.5,3.0,40.985,224
8010,Channasandra,2,1175.0,2.0,38.0,56
8011,Jalahalli,2,1407.0,2.0,98.49,111
8012,Yelachenahalli,2,1000.0,2.0,50.0,225
8013,Electronic City,3,1518.0,3.0,75.0,74
8014,Tumkur Road,2,1027.0,2.0,67.0,214
8015,Begur Road,3,1500.0,2.0,47.25,39
8016,Varthur,3,1737.0,2.0,57.32,217
8017,Hennur,4,3517.0,2.0,161.5,95
8018,others,3,1600.0,4.0,120.0,230
8019,others,2,1120.0,2.0,60.0,230
8020,Hennur Road,2,1030.0,2.0,46.5,96
8021,Gubbalala,6,2500.0,6.0,88.0,84
8022,Kammasandra,2,1057.0,2.0,35.0,125
8023,Hormavu,2,1075.0,2.0,53.7,100
8024,Mysore Road,3,1080.0,2.0,60.0,166
8025,others,6,5100.0,7.0,225.0,230
8026,Singasandra,2,1139.7,2.0,45.0,201
8027,Whitefield,2,1074.0,2.0,42.8,224
8028,Sarjapur  Road,4,2425.0,5.0,175.0,194
8029,Sarjapur  Road,2,1323.0,2.0,74.0,194
8030,Kalena Agrahara,2,900.0,2.0,40.0,121
8031,Sarjapura - Attibele Road,1,740.0,1.0,23.65,195
8032,Bannerghatta Road,3,1550.0,3.0,96.0,34
8033,Gunjur,3,1588.0,2.0,90.0,85
8034,others,2,1308.0,2.0,86.0,230
8035,Hennur,3,1340.0,2.0,54.27,95
8036,Thanisandra,3,1719.0,3.0,135.0,209
8037,Jakkur,3,1660.0,3.0,104.0,110
8038,Nagavara,2,1247.0,2.0,58.56,171
8039,Thanisandra,3,1595.0,3.0,96.0,209
8040,Kaggadasapura,2,1175.0,2.0,50.0,118
8041,Old Airport Road,2,1184.0,2.0,78.0,176
8042,others,2,1100.0,2.0,55.0,230
8043,Yelahanka,2,1200.0,2.0,60.0,226
8044,others,2,1000.0,2.0,45.0,230
8045,Uttarahalli,2,1000.0,2.0,52.0,216
8046,Yelahanka,3,1705.0,3.0,85.0,226
8047,Tumkur Road,3,1060.0,2.0,58.3,214
8048,others,3,1347.0,2.0,55.0,230
8049,Varthur,2,1402.0,2.0,95.0,217
8050,Whitefield,3,2280.0,4.0,125.0,224
8051,others,2,1225.0,2.0,71.05,230
8052,5th Phase JP Nagar,2,1080.0,2.0,53.0,4
8053,Begur Road,2,1100.0,2.0,42.6,39
8054,Bannerghatta Road,2,1200.0,2.0,78.0,34
8055,others,2,1200.0,3.0,78.0,230
8056,Kothanur,3,1581.0,3.0,76.0,146
8057,Whitefield,4,2882.0,5.0,200.0,224
8058,Abbigere,2,985.0,2.0,38.92,10
8059,Sarjapur,2,950.0,2.0,35.0,193
8060,others,2,1339.0,2.0,55.0,230
8061,others,3,1449.0,3.0,72.0,230
8062,others,2,1100.0,2.0,38.68,230
8063,Kaval Byrasandra,3,2700.0,3.0,200.0,133
8064,others,2,1100.0,2.0,55.0,230
8065,Chandapura,2,800.0,1.0,30.0,55
8066,Chikkabanavar,5,2000.0,4.0,65.0,58
8067,others,2,1300.0,2.0,95.0,230
8068,Kanakpura Road,2,1220.0,2.0,60.0,127
8069,Sarjapur  Road,3,2289.0,3.0,178.0,194
8070,Whitefield,2,1170.0,2.0,56.0,224
8071,others,2,1350.0,2.0,89.5,230
8072,Thanisandra,3,1698.0,3.0,125.0,209
8073,Electronic City Phase II,4,2187.5,4.0,105.0,75
8074,Ambalipura,2,1060.0,2.0,58.5,12
8075,Somasundara Palya,2,1185.0,2.0,75.0,202
8076,Vittasandra,2,1404.0,2.0,72.0,223
8077,Electronic City Phase II,2,1252.0,2.0,67.0,75
8078,Bannerghatta Road,3,1885.0,3.0,125.0,34
8079,Kaikondrahalli,6,3381.0,6.0,225.0,120
8080,Hormavu,2,980.0,2.0,42.0,100
8081,Banashankari,3,1420.0,3.0,66.0,26
8082,others,3,2312.0,3.0,156.0,230
8083,Kaggadasapura,4,3000.0,4.0,130.0,118
8084,others,2,1175.0,2.0,70.0,230
8085,others,2,1145.0,2.0,51.0,230
8086,Bhoganhalli,2,970.0,2.0,52.5,43
8087,Whitefield,3,1639.5,3.0,92.63,224
8088,9th Phase JP Nagar,4,5000.0,4.0,300.0,8
8089,Ramagondanahalli,3,1635.0,3.0,57.0,187
8090,Jalahalli,1,1200.0,2.0,66.0,111
8091,Yeshwanthpur,2,1166.0,2.0,64.08,229
8092,Shivaji Nagar,3,1460.0,2.0,90.0,200
8093,others,3,1690.0,3.0,50.0,230
8094,others,4,1386.0,3.0,93.0,230
8095,others,2,1090.0,2.0,32.0,230
8096,Whitefield,2,1390.0,2.0,72.0,224
8097,Sector 2 HSR Layout,2,1095.0,2.0,85.41,196
8098,Kengeri,1,416.0,1.0,17.19,135
8099,Yelahanka,3,1350.0,2.0,85.0,226
8100,Bannerghatta Road,3,1453.0,2.0,73.0,34
8101,Thanisandra,2,1226.0,2.0,65.0,209
8102,Hegde Nagar,3,1168.0,2.0,68.0,94
8103,Bannerghatta,3,1776.0,3.0,124.0,33
8104,Whitefield,3,1634.0,3.0,68.0,224
8105,Hormavu,2,860.0,2.0,56.0,100
8106,Nagasandra,3,1650.0,3.0,95.0,170
8107,Whitefield,2,1190.0,2.0,70.0,224
8108,JP Nagar,2,1133.0,2.0,33.99,109
8109,others,3,1559.0,3.0,62.0,230
8110,Horamavu Banaswadi,3,1448.0,4.0,118.0,99
8111,Kodichikkanahalli,2,976.0,2.0,50.0,138
8112,Yelahanka,3,1633.0,3.0,110.0,226
8113,Ramagondanahalli,2,1151.0,2.0,46.0,187
8114,Kereguddadahalli,3,1400.0,2.0,42.0,137
8115,Uttarahalli,2,1037.0,2.0,36.0,216
8116,Thanisandra,2,1188.0,2.0,36.0,209
8117,others,2,1060.0,2.0,52.0,230
8118,Thigalarapalya,3,2215.0,4.0,162.0,210
8119,Harlur,4,2569.0,5.0,180.0,91
8120,others,2,900.0,2.0,27.0,230
8121,Kudlu Gate,2,1183.0,2.0,79.54,148
8122,HSR Layout,2,1100.0,2.0,44.0,89
8123,GM Palaya,3,1643.0,2.0,70.0,78
8124,others,3,1500.0,2.0,120.0,230
8125,Jakkur,2,1291.0,2.0,75.0,110
8126,Hennur,3,1150.0,3.0,80.0,95
8127,others,4,1700.0,3.0,55.0,230
8128,Mahadevpura,2,1236.0,2.0,58.0,156
8129,Pai Layout,6,3800.0,6.0,175.0,179
8130,Haralur Road,4,4694.0,5.0,375.0,90
8131,Harlur,2,1225.0,2.0,56.0,91
8132,Thanisandra,2,1056.0,2.0,75.0,209
8133,9th Phase JP Nagar,3,1240.0,2.0,42.85,8
8134,Banashankari,3,1200.0,3.0,74.52,26
8135,Kudlu Gate,3,1850.0,3.0,110.0,148
8136,others,4,3150.0,4.0,180.0,230
8137,others,1,1200.0,1.0,39.82,230
8138,Jigani,2,918.0,2.0,56.0,113
8139,others,3,1330.0,2.0,68.0,230
8140,Munnekollal,3,1540.0,2.0,70.0,164
8141,Lakshminarayana Pura,2,1200.0,2.0,80.0,153
8142,others,2,927.0,2.0,37.0,230
8143,Sarjapur,4,2585.5,4.0,115.0,193
8144,CV Raman Nagar,3,1400.0,2.0,78.0,53
8145,8th Phase JP Nagar,2,1510.0,2.0,80.0,7
8146,others,3,1500.0,3.0,61.52,230
8147,Yelahanka,1,827.5,1.0,42.535,226
8148,Vidyaranyapura,3,1100.0,2.0,72.0,219
8149,others,3,1200.0,3.0,68.0,230
8150,Hormavu,4,2282.0,4.0,115.0,100
8151,others,2,760.0,2.0,37.49,230
8152,Sarjapur,3,2172.0,3.0,100.0,193
8153,8th Phase JP Nagar,3,3300.0,3.0,165.0,7
8154,Thubarahalli,3,1242.0,3.0,51.0,211
8155,Uttarahalli,3,1245.0,2.0,43.58,216
8156,Kadugodi,2,1088.0,2.0,44.0,117
8157,Sahakara Nagar,2,1200.0,2.0,46.0,190
8158,TC Palaya,3,1995.0,3.0,100.0,207
8159,Haralur Road,2,1309.0,2.0,82.0,90
8160,others,3,1250.0,3.0,42.0,230
8161,5th Phase JP Nagar,2,1041.0,2.0,54.0,4
8162,Sarjapur  Road,3,1505.0,2.0,60.0,194
8163,Bellandur,3,1767.0,3.0,89.0,40
8164,Kengeri,2,1320.0,2.0,50.0,135
8165,others,2,1280.0,2.0,68.48,230
8166,Thanisandra,2,1245.0,2.0,83.05,209
8167,Haralur Road,2,1027.0,1.0,44.0,90
8168,others,3,1065.0,3.0,72.0,230
8169,Kannamangala,3,1814.0,3.0,129.0,128
8170,Ramagondanahalli,3,1610.0,2.0,112.0,187
8171,Kasavanhalli,3,1600.0,3.0,79.0,130
8172,others,3,3200.0,4.0,140.0,230
8173,others,3,1250.0,2.0,77.13,230
8174,others,3,1475.0,3.0,75.0,230
8175,Electronic City,2,1353.0,2.0,75.0,74
8176,Electronics City Phase 1,3,1750.0,3.0,58.0,76
8177,Sahakara Nagar,2,1270.0,2.0,96.0,190
8178,Thanisandra,4,2695.0,4.0,188.0,209
8179,others,3,1330.0,3.0,65.0,230
8180,BTM 2nd Stage,2,1400.0,2.0,90.0,22
8181,Gubbalala,4,4000.0,5.0,195.0,84
8182,Kanakpura Road,3,1700.0,3.0,75.0,127
8183,Kasavanhalli,2,1585.0,2.0,90.0,130
8184,Kothanur,3,1385.0,3.0,67.0,146
8185,Electronic City,2,1128.0,2.0,67.0,74
8186,HSR Layout,2,1203.0,2.0,60.0,89
8187,Mallasandra,2,905.0,2.0,35.0,158
8188,Hennur Road,3,1450.0,3.0,79.0,96
8189,Varthur,2,1105.0,2.0,38.0,217
8190,Channasandra,2,1200.0,2.0,46.13,56
8191,Jalahalli,3,1530.0,2.0,89.0,111
8192,Whitefield,2,1105.0,2.0,35.4,224
8193,Dasarahalli,2,1333.0,2.0,78.56,64
8194,Old Madras Road,3,1530.0,3.0,76.34,177
8195,Margondanahalli,2,1200.0,2.0,65.0,162
8196,Whitefield,2,1270.0,2.0,94.0,224
8197,Bellandur,3,1830.0,3.0,89.0,40
8198,Chandapura,2,900.0,2.0,35.0,55
8199,others,6,7000.0,6.0,560.0,230
8200,Bannerghatta Road,3,1450.0,2.0,78.0,34
8201,others,3,1525.0,3.0,65.0,230
8202,Mahalakshmi Layout,2,1080.0,2.0,67.0,157
8203,others,2,1220.0,2.0,72.0,230
8204,Bommanahalli,2,1355.0,2.0,73.17,47
8205,others,2,1500.0,2.0,60.0,230
8206,Koramangala,2,1355.0,2.0,95.0,144
8207,Electronic City,2,1070.0,2.0,57.0,74
8208,Bommasandra,2,842.0,2.0,30.0,48
8209,Bannerghatta Road,1,700.0,1.0,31.2,34
8210,others,3,1884.0,3.0,95.0,230
8211,others,2,1100.0,2.0,75.0,230
8212,Thanisandra,2,1185.0,2.0,43.5,209
8213,Varthur,3,2145.0,3.0,170.0,217
8214,Whitefield,2,1220.0,2.0,89.0,224
8215,6th Phase JP Nagar,2,1192.0,2.0,75.0,5
8216,Marathahalli,3,1449.0,3.0,110.0,161
8217,Electronic City,3,1700.0,3.0,90.0,74
8218,Hebbal,3,1920.0,3.0,150.0,92
8219,others,2,1350.0,2.0,90.0,230
8220,others,4,4800.0,5.0,350.0,230
8221,others,3,1700.0,3.0,74.0,230
8222,Hoodi,2,1447.0,3.0,76.0,97
8223,Kanakpura Road,2,1329.0,2.0,107.0,127
8224,Sarjapur  Road,3,1314.0,2.0,70.44,194
8225,others,3,1576.0,2.0,80.0,230
8226,Vittasandra,2,1246.0,2.0,67.5,223
8227,Dasarahalli,2,1220.0,2.0,62.0,64
8228,Kaval Byrasandra,3,1400.0,3.0,75.0,133
8229,Kasavanhalli,2,1245.0,2.0,80.0,130
8230,others,3,1495.0,2.0,63.0,230
8231,Gollarapalya Hosahalli,2,996.0,2.0,36.5,81
8232,Yelahanka New Town,2,1000.0,2.0,44.0,227
8233,others,2,1250.0,2.0,75.0,230
8234,Thanisandra,3,1261.0,2.0,80.0,209
8235,Electronics City Phase 1,2,1080.0,2.0,46.0,76
8236,others,2,1230.0,2.0,50.0,230
8237,Horamavu Agara,2,1220.0,2.0,39.0,98
8238,Green Glen Layout,3,1750.0,3.0,105.0,83
8239,Whitefield,3,1436.0,2.0,62.15,224
8240,Varthur,3,1560.0,3.0,90.0,217
8241,Whitefield,3,3758.0,3.0,300.0,224
8242,others,2,1275.0,2.0,59.0,230
8243,others,2,1040.0,2.0,36.4,230
8244,Bellandur,3,2400.0,3.0,115.0,40
8245,Kaggalipura,4,3150.0,5.0,212.0,119
8246,Yelahanka,2,1195.0,2.0,53.105,226
8247,Hosakerehalli,5,4500.0,5.0,145.0,102
8248,others,1,648.0,1.0,40.0,230
8249,Sarjapur  Road,3,2100.0,3.0,130.0,194
8250,Bommasandra,3,1365.0,3.0,52.82,48
8251,Chandapura,3,1200.0,2.0,52.0,55
8252,Cooke Town,2,1100.0,2.0,90.0,61
8253,7th Phase JP Nagar,3,1075.0,2.0,57.0,6
8254,Banashankari,2,1100.0,2.0,63.0,26
8255,others,3,1320.0,2.0,58.0,230
8256,Kammasandra,3,1500.0,3.0,65.0,125
8257,Bisuvanahalli,3,1075.0,2.0,32.0,46
8258,others,3,1480.0,3.0,75.48,230
8259,Kanakpura Road,2,1041.0,2.0,36.44,127
8260,others,2,1128.0,2.0,48.4,230
8261,Hosur Road,3,1685.0,3.0,90.0,104
8262,others,2,1180.0,2.0,65.0,230
8263,others,2,1200.0,2.0,60.0,230
8264,others,3,1250.0,3.0,39.5,230
8265,others,2,1000.0,2.0,45.0,230
8266,Varthur,2,1760.0,2.0,85.0,217
8267,others,2,975.0,2.0,55.0,230
8268,others,2,1190.0,2.0,42.0,230
8269,Kudlu,2,1110.0,2.0,46.0,147
8270,Gunjur,2,1235.0,2.0,44.5,85
8271,others,2,1275.0,2.0,55.0,230
8272,Harlur,2,1197.0,2.0,76.0,91
8273,Begur Road,1,644.0,1.0,32.0,39
8274,Bellandur,2,1251.0,2.0,47.0,40
8275,others,2,1080.0,2.0,38.0,230
8276,Kudlu,4,2100.0,3.0,114.0,147
8277,NRI Layout,3,1731.0,3.0,64.11,168
8278,Hormavu,2,1206.0,2.0,55.0,100
8279,Choodasandra,3,1560.0,3.0,78.0,60
8280,7th Phase JP Nagar,1,750.0,1.0,47.0,6
8281,Sarjapur  Road,1,702.0,1.0,35.8,194
8282,Attibele,3,1700.0,3.0,65.0,21
8283,HRBR Layout,2,1145.0,2.0,68.5,88
8284,Ramamurthy Nagar,3,1208.0,2.0,43.5,188
8285,Brookefield,3,1589.0,3.0,74.0,51
8286,Yelahanka New Town,3,1426.0,2.0,61.5,227
8287,Green Glen Layout,3,1885.0,3.0,135.0,83
8288,Old Madras Road,2,935.0,2.0,37.77,177
8289,Old Madras Road,2,1171.0,2.0,73.0,177
8290,Singasandra,2,1465.0,2.0,60.0,201
8291,Budigere,3,1820.0,3.0,95.0,52
8292,Raja Rajeshwari Nagar,3,1580.0,2.0,66.85,184
8293,Whitefield,3,1452.0,2.0,46.29,224
8294,Hennur Road,3,1445.0,2.0,89.56,96
8295,others,2,1170.0,2.0,39.0,230
8296,others,2,1070.0,2.0,50.0,230
8297,Rachenahalli,3,2600.0,3.0,160.0,183
8298,others,3,1532.0,3.0,59.75,230
8299,others,2,1150.0,2.0,46.0,230
8300,Jakkur,2,1473.0,2.0,85.0,110
8301,Kathriguppe,3,1350.0,3.0,80.99,132
8302,Hoodi,3,1660.0,3.0,128.0,97
8303,Chamrajpet,2,650.0,2.0,45.0,54
8304,others,3,1495.0,3.0,90.0,230
8305,R.T. Nagar,2,1080.0,2.0,48.0,182
8306,Electronic City,3,1521.0,2.0,57.5,74
8307,others,2,1053.0,2.0,51.0,230
8308,others,3,1250.0,3.0,39.0,230
8309,others,4,1200.0,2.0,75.0,230
8310,Uttarahalli,2,1000.0,2.0,39.5,216
8311,Bannerghatta Road,3,1630.0,3.0,68.0,34
8312,Kammasandra,2,985.0,2.0,40.5,125
8313,BTM 2nd Stage,2,1200.0,2.0,70.0,22
8314,Ambalipura,3,1650.0,3.0,100.0,12
8315,Mico Layout,3,1670.0,3.0,59.0,163
8316,others,2,1000.0,2.0,60.0,230
8317,others,2,830.0,2.0,26.0,230
8318,Ramagondanahalli,3,1200.0,3.0,56.1,187
8319,Nagarbhavi,3,1635.0,3.0,85.0,169
8320,HSR Layout,2,1120.0,2.0,70.0,89
8321,others,6,2750.0,6.0,200.0,230
8322,Harlur,3,2137.0,3.0,110.0,91
8323,Hennur Road,2,973.0,2.0,50.74,96
8324,Electronic City,1,750.0,1.0,35.0,74
8325,Kambipura,2,883.0,2.0,49.0,123
8326,Ramagondanahalli,4,2787.0,5.0,220.0,187
8327,others,3,1470.0,2.0,60.0,230
8328,others,2,1275.0,2.0,76.0,230
8329,Kothanur,3,1787.0,3.0,120.0,146
8330,8th Phase JP Nagar,5,1730.0,5.0,75.0,7
8331,Yeshwanthpur,3,1692.0,3.0,108.0,229
8332,Bannerghatta Road,3,1400.0,3.0,69.0,34
8333,Whitefield,2,1370.0,2.0,56.0,224
8334,others,3,1602.0,3.0,56.0,230
8335,others,1,793.0,1.0,40.0,230
8336,GM Palaya,1,675.0,1.0,35.0,78
8337,Chikka Tirupathi,4,3250.0,4.0,136.0,57
8338,Whitefield,2,1050.0,2.0,43.0,224
8339,Jalahalli East,2,1035.0,2.0,42.5,112
8340,Sarjapur  Road,3,1200.0,2.0,44.0,194
8341,Sarjapur  Road,3,1800.0,3.0,128.0,194
8342,Green Glen Layout,3,1625.0,3.0,70.0,83
8343,Electronics City Phase 1,2,1032.0,2.0,31.99,76
8344,Whitefield,3,1496.0,2.0,71.81,224
8345,others,2,1100.0,2.0,38.0,230
8346,Kundalahalli,3,1500.0,3.0,50.0,150
8347,others,3,1555.0,3.0,73.0,230
8348,Amruthahalli,2,1025.0,2.0,42.0,14
8349,others,3,1630.0,2.0,130.0,230
8350,Arekere,2,900.0,2.0,44.5,20
8351,Yelahanka,3,1355.0,2.0,75.0,226
8352,Akshaya Nagar,2,1200.0,2.0,45.0,11
8353,others,3,1563.0,3.0,63.0,230
8354,others,4,1344.0,4.0,84.0,230
8355,5th Phase JP Nagar,2,812.0,2.0,42.0,4
8356,Basaveshwara Nagar,2,1200.0,2.0,70.0,36
8357,Yelahanka,4,3175.0,4.0,156.0,226
8358,Marathahalli,2,1360.0,2.0,101.0,161
8359,Rachenahalli,3,1756.0,3.0,110.0,183
8360,8th Phase JP Nagar,3,1296.0,2.0,51.83,7
8361,Anandapura,2,1141.0,2.0,50.0,15
8362,Electronic City,2,1210.0,2.0,55.0,74
8363,Hormavu,2,1310.0,2.0,67.0,100
8364,Magadi Road,3,1187.0,2.0,55.195,155
8365,Gubbalala,3,1745.0,3.0,140.0,84
8366,Raja Rajeshwari Nagar,2,1050.0,2.0,37.0,184
8367,Electronic City Phase II,2,1140.0,2.0,34.0,75
8368,Varthur,2,1210.0,2.0,54.0,217
8369,Kasavanhalli,3,2035.0,3.0,142.0,130
8370,Amruthahalli,1,485.0,1.0,19.5,14
8371,others,2,1200.0,2.0,82.0,230
8372,Sarjapur  Road,3,2275.0,4.0,187.0,194
8373,others,3,1419.0,3.0,85.0,230
8374,others,2,1195.0,2.0,42.4,230
8375,Thanisandra,3,1884.0,4.0,117.0,209
8376,Bannerghatta Road,2,905.0,2.0,58.0,34
8377,JP Nagar,3,1500.0,2.0,108.0,109
8378,others,1,850.0,1.0,50.0,230
8379,Tindlu,2,1165.0,2.0,59.8,213
8380,others,2,933.0,2.0,55.0,230
8381,Hennur Road,3,1305.0,2.0,77.0,96
8382,Billekahalli,2,1125.0,2.0,65.0,44
8383,others,2,865.0,2.0,33.0,230
8384,Jigani,3,1245.0,3.0,66.0,113
8385,Kalyan nagar,2,8840.0,2.0,300.0,122
8386,others,3,1145.0,2.0,60.0,230
8387,AECS Layout,3,2000.0,3.0,90.0,9
8388,Hosa Road,1,625.0,1.0,43.68,101
8389,Kundalahalli,3,1724.0,3.0,128.0,150
8390,Sarjapur  Road,3,1270.0,2.0,54.0,194
8391,others,3,1250.0,3.0,39.5,230
8392,Jakkur,3,1485.0,3.0,72.0,110
8393,7th Phase JP Nagar,2,990.0,2.0,50.0,6
8394,Kadubeesanahalli,2,1140.0,2.0,78.0,116
8395,Yelahanka,3,1756.0,3.0,125.0,226
8396,others,2,1025.0,2.0,48.0,230
8397,Whitefield,2,1216.0,2.0,72.0,224
8398,Sarjapur  Road,2,1026.0,2.0,60.8,194
8399,Kodichikkanahalli,5,2700.0,4.0,125.0,138
8400,Begur,3,1411.0,2.0,60.0,38
8401,Kanakpura Road,3,1320.0,2.0,39.6,127
8402,Bannerghatta,2,1320.0,2.0,50.0,33
8403,Hebbal,4,2375.0,4.0,189.0,92
8404,others,3,1750.0,3.0,120.0,230
8405,TC Palaya,2,1152.0,2.0,55.0,207
8406,Thanisandra,2,965.0,2.0,54.0,209
8407,Lingadheeranahalli,3,1684.0,3.0,120.0,154
8408,Hennur Road,3,1672.0,3.0,86.0,96
